"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Baseline Aerobic Limit Ride (make meat of it 3.5-4h)","Bike","15-20min easy warm up to get legs going. Then, goal is aerobic stress. High average power without going over Z3/Tempo (340w) Pick a route where you can stay pretty constant on pedals then finish up a climb to squeeze it out a bit, and soft pedal home. Target a lot of time @ High Z2/Low Z3 (250-300w) 10min easy cool down to flush the effort. - Fueling should look like a race day. Good carb rich dinner night before, breakfast of mostly carbs but not such a huge meal that it sits heavy in your gut, dehydrates you, and draws blood from your legs then race like nutrition on the bike ~70 g of carbs per hour.","4.5","","2020-01-19","10/21/17: 2.5h, 290w, 148bpm, 4.8% HR 11/11/17: 2.25h, 287w, 156bpm, 7% 4/18/17: 3h26m, 273w, 153bpm, 5% (Gila 1) 1/27/19: 3h35m, 282w, 139bpm, no drift 3/9/19: 3h58m, 287w, 150bpm, 2.5% 12/14/19: 3h2m, 292w, 152bpm, 2.4% 1/19/20: 3h35m, 306w, 148bpm, 1.9%","128895.3828125","305","432","4175.118"," *01/20/2020 Matti Rowe: I couldn’t get outside- life exploded and it was Zwift or too short.* *01/21/2020 Nate Wilson: Well, can't argue with the data in terms of showing improved aerobic capacity. Most power you've ever done for one of these - 306w for 3h35m, and 1.9% drift - which is very hard to manage on the trainer in my opinion. Let's hope we can translate this from Zwift wattage to bike RACING. But looks great Matti. Nice work.*","3.79569745063782","9.43200016021729","","75","","146","160","","","0.863635014341652","275.16","10","61","139","40","0","0","0","","","","11","20","34","136","33","0","0","","","","",""
"HVILE","Day Off","","","","2020-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Wk -->","Other","","","","2020-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eldora Thursday's","XC-Ski","Enjoy!","","","2020-01-21","","29618.2890625","","","2000","","2.26341581344604","3.63499999046326","","43","","144","167","","","0.760566018896772","148.03","21","33","41","38","2","0","0","","","","","","","","","","","","","","",""
"Strength (2x12 - light weight)","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-01-21","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"END BLOCK","Other","","","","2020-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2 / LT Mix (5x5')","Bike","Z1/Z2 warm up + a few min Z3 opener. Then efforts: 5 x 40 sec @ 400-450w / 20 sec easy (controlled) 5 min @ 350-380w 5 x 40 sec @ 400-450w / 20 sec easy 5 min @ 350-380w 5 x 40 sec @ 400-450w / 20 sec easy 4 min recovery between each 5 min block.","1.5","","2020-01-22","","70471.5078125","244","686","1847.348"," *01/26/2020 Nate Wilson: Glad to have you outside! How'd the power feel sitting steady on LT?* *01/26/2020 Matti Rowe: It actually felt really really good.*","2.11553144454956","9.25300025939941","","87","","142","175","","","0.781831822611495","129.19","12","80","13","5","17","7","0","","","","27","67","11","3","5","13","4","","","","",""
"TT: Strength/LT/Strength Sandwich (2x12') + 4x90 supra LT","Bike","Z1/Z2 warm up 1-2 x 3 min ramp from Z3 to Z4 (do on feel, and do a second one if you feel you need it, otherwise one is good) 2x12 min ""sandwiches"" as follows... 4 min 300-330w, 60-70 rpm 4 min 340-370w, self selected cad 4 min 300-330w, 60-70 rpm 8 min recovery between the 2x12', 4' recovery after the 2nd rep, then... 4x90 sec @ 370-420w / 60 sec recovery Cool down","1.0625","","2020-01-23","","43916.16015625","269","487","1300.706"," *01/26/2020 Nate Wilson: Looks like a tough one - legs look sapped by the time they got to the 90s. These workouts will pay off!* *01/26/2020 Matti Rowe: Yeah it was so early and I was mentally stretching by the time I got to the 90s*","1.34013438224792","9.10200023651123","","74","","139","163","","","0.789984734383946","83.01","2","57","13","12","4","0","0","","","","6","43","7","16","9","2","0","","","","",""
"Grandpa's Funeral","Other","","","","2020-01-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2020-01-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grandpa's Funeral","Other","","","","2020-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2020-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grandpa's Funeral","Other","","","","2020-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2020-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grandpa's Funeral","Other","","","","2020-01-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVILE","Day Off","","","","2020-01-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cross Country Skiing","XC-Ski","","","","2020-01-27","","25971.689453125","","","2000","","2.16586875915527","3.33100008964539","","43","","147","169","","","0.777254905942559","147.89","14","27","43","42","3","1","0","","","","","","","","","","","","","","",""
"General w/ Progressives","Bike","Easy start, then ride mostly Z2 with efforts spaced through: 2 x 5 min builds from 280w to 360w 1 x 2 min where you perceive 5 min max to be 1 x 10-15 sec sprint Full recovery between efforts.","1.5","","2020-01-28","Carb rich dinner tonight!","52070.921875","218","1121","1357.317","","1.73906254768372","8.31700038909912","","85","","134","172","","","0.674708743786493","78.84","12","87","3","2","2","0","0","","","","19","74","6","2","1","2","1","","","","",""
"Strength (2x12 - light weight)","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-01-29","","","","",""," *01/29/2020 Matti Rowe: Only had time for squats, box jumps, dead lifts, 1 set of the hip and drives, and hamstring stretch.*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFR Over/Under (3x8')","Bike","Z1/Z2 base with efforts: -10' low Z3 (270-300w), done on flats @ 100+ rpm aim for ""aero efficiency"" -3x8' on climb alt 3' SFR (50-60 rpm, 320-350w) / 1min high Z4 (370-400w, 90+ rpm) Full recovery between. On way home, do 6min block with Z2 baseline 8 sec sprint every min.","1.5","","2020-01-29","","68866.6171875","247","1013","1842.162","","2.08273363113403","9.1850004196167","","84","","150","181","","","0.758051169789067","119.54","4","51","34","11","20","13","4","","","","20","65","9","17","9","6","0","","","","",""
"Eldora Thursday's","XC-Ski","Enjoy!","","","2020-01-30","","31854.0390625","","","2000","","2.50738310813904","3.52900004386902","","41","","145","167","","","0.760312883403595","164.29","20","41","47","40","2","0","0","","","","","","","","","","","","","","",""
"TT: 6/4/90 (2x)","Bike","Run through TT warm up (22' total): 10 min gradual ramp from easy to ~260w, in the second part use mostly 95+ rpm 2 min easy 3 min ramp on RPE from high Z3 to high Z4 2 min easy 90 sec ramp from mid Z4 to VO2 2 min easy 2x through: 6 min @ 320-350w (3 min easy) 4 min @ 350-380w (3 min easy) 90 sec @ 380-410w (3 min easy, then next set) Cool down","1.25","","2020-01-31","","","","",""," *02/01/2020 Matti Rowe: Bad planning today.  Didn't get it done.*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"General End","XC-Ski","3h general endurance by feel or with a group - enjoy! Skiing is OK / GREAT today, or if you prefer to do a Zwift ride ok to go shorter and higher intensity.","3","","2020-02-01","","42452.7890625","","","2900"," *02/02/2020 Matti Rowe: Dude, don't hit me with a mean comment.  I tried to go ride twice.  I got smacked with insane mechanical karma today and both my rear derailleur cables snapped on both my Orbea and Tarmac - I could not shift out of the big ring on either.  No joke. Unreal timing.  It was freaking beautiful out and I couldn't wait to go hit it.  Go figure. So it was skiing or... Nothing. So I skied. I have spare cables and housing so I'll try to get one bike up and running tomorrow and get in a decent ride, but everything has to go perfectly.* *02/02/2020 Nate Wilson: That sucks! But skiing for 3 hours is hardly a bad alternative - not like you just sat on the couch and thought about riding.*","3.15974831581116","3.73200011253357","","43","","145","168","","","0.755232688260694","205.47","20","60","67","40","2","1","0","","","","","","","","","","","","","","",""
"Strength (2x12 - light weight)","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bookend Ride (2 sets of 2x6' pyramid efforts)","Bike","Bookend ride = 2 sets of identical efforts, first set in the first 1.5 hours, second set in final 90 min. Build fatigue resistance and fueling ability. Set 1 = 2 x 6 min of 1 min @ 420-450w, 1 min @ 380-410w, 2 min @ 320-350w, 1 min @ 380-410w, 1 min @ 420-450w (8 min Z2 between - do these continuous up a climb so it's 20 min total block) Middle = Z1-3, hilly terrain - accumulate some tempo on feel, but not with a structured plan Set 2 = 2 x 6 min of 1 min @ 420-450w, 1 min @ 380-410w, 2 min @ 320-350w, 1 min @ 380-410w, 1 min @ 420-450w (8 min Z2 between - do these continuous up a climb so it's 20 min total block)","4.5","","2020-02-02","70-80g of carbs per hour!!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Optional Z2","Bike","","","","2020-02-03","","59202.859375","261","435","1911.394","","2.03054308891296","8.09799957275391","","71","","133","158","","","0.768021363055125","118.53","18","82","28","2","0","0","0","","","","13","53","26","25","8","0","0","","","","",""
"Broken VO2 (3 x 6x40/20)","Bike","Z1/Z2 warm up 10 min Z3 on feel 3 sets of 6x40 sec @ 440-490w / 20 sec recover - control on first two sets and then push on third set if you're good. 5 min rec between sets. Cool down","1.5","","2020-02-04","","75247.171875","251","601","2133.988"," *02/10/2020 Matti Rowe: 3rd set started to bite, but I didn't collapse.* *02/11/2020 Nate Wilson: OK great. These are the workouts that can really make a difference in Redlands. Redlands is not an avg power race, it's totally a volume of intensity race and a raw intensity race.*","2.35709285736084","8.86699962615967","","75","","134","178","","","0.808523132785899","147.34","28","89","11","4","12","6","1","","","","28","76","17","7","3","4","10","","","","",""
"NBP","XC-Ski","Enjoy!","","","2020-02-05","","26557.7890625","","","1550","","2.01222538948059","3.66599988937378","","46","","136","163","","","0.672078337872147","102.46","44","60","14","2","0","0","0","","","","","","","","","","","","","","",""
"Strength (2x12 - light weight)","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-05","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Accel<Tempo (3x10')","Bike","Warmup, then efforts (3x10'): 3x20 sec seated acceleration, 40 sec easy 7 min Z3 (300-330w) 5 min Z4 (360-390w) Rec between 3x10' = 5-6 min. Cool down","2.36318407960199","","2020-02-06","","94260.3984375","253","757","2852.858"," *02/10/2020 Matti Rowe: Felt pretty damn good honestly.  I'm finding that my 20 second power really blows, but on the flip side I seem to be able to hold power at a lower band, call it 500ish, for twice as long and repeat it.* *02/11/2020 Nate Wilson: Yeah and I also really believe that power 30"" and below suffers a lot on the trainer compared to what you can do outside. So perhaps we'll see some change there as well with more outdoor time.*","3.12228488922119","8.38500022888184","","75","","135","172","","","0.790609328376379","187.75","28","122","24","10","14","1","0","","","","33","98","15","22","13","9","3","","","","",""
"TT: Strength/LT/Strength Sandwich (3x12')","Bike","Z1/Z2 warm up 1-2 x 3 min ramp from Z3 to Z4 (do on feel, and do a second one if you feel you need it, otherwise one is good) 3x12 min ""sandwiches"" as follows... 4 min 300-330w, 60-70 rpm 4 min 340-370w, self selected cad 4 min 300-330w, 60-70 rpm 6 min recovery between the 3x12'. Cool down","","","2020-02-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cross Country Skiing - NBP","XC-Ski","","","","2020-02-07","","21924.259765625","","","1400"," *02/08/2020 Matti Rowe: Blizzard all day.  Soul ski.  Went pretty hard*","1.51053273677826","4.03200006484985","","52","","","","","","","100","","","","","","","","","","","","","","","","","","","","","",""
"Family Day - enjoy!","Other","","","","2020-02-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Body Work 2 (mixed hips/glutes/core) - read through, added some moves","Strength","Warm up / activation with Founders pose - https://www.youtube.com/watch?v=vOgxWp0WyiI 7 way hips (10-15 reps each way): https://www.youtube.com/watch?v=iLTBIaHU5iw 10-15x push up 15 reps body weight squats (slow, and only as deep as you can control the motion) Bird dog plank (10 reps each side, no foam roller under knees) https://www.youtube.com/watch?v=wiFNA3sqjCA 15-20x glute bridge (focus on digging heels into ground and pulling towards glutes, to engage hamstrings) https://www.youtube.com/watch?v=usDCGz_Vv2k Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo 10 reps single leg hamstring bridge (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Single leg squat (5-10 reps each side), only go as deep as you can control motion / not have knee diving in https://www.youtube.com/watch?v=9_Ca2YRRdtE","0.5","","2020-02-08","Added some moves this week - single leg hamstring bridge, side plank with leg lift and single leg squat","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempo Stack + PoP","Bike","Do 3x 20-30 min front range climbs @ 300-330w In the final hour do some anaerobic efforts as follows: 20 sec hard (40 sec easy) 30 sec hard (30 sec easy) 40 sec hard (20 sec easy) 30 sec hard (30 sec easy) 20 sec hard Just on feel for now.","4.5","","2020-02-09","","161142.390625","251","666","5152.055"," *02/10/2020 Matti Rowe: Bullet proof leg day. Hit me pretty hard an hour after the fact and I fell asleep on a chair - that's a first. I also had an emergency sodium Skratch bomb after because I figured I shipped insane amounts of sodium in the basement.* *02/11/2020 Nate Wilson: Dang man. These days are good - I just truly do want to be careful with them. As we get into the period now ~6 weeks out from JMSR I want to make sure you're coming into the mindset of making sure you have the energy for the intensity days and not wringing the towel dry in training. I guess my thought on that would be like  a day like today in the weeks to come, you might get more out of it come JMSR to have the volume be a bit lower and just take confidence from feeling bullet proof and not taking it to exhaustion BECAUSE you feel bullet proof. But I also realize this specific weekend we had outlined as a volume block, so I don't mean to come across as admonishing this rather I just want to think about the weeks ahead.*","5.68132495880127","7.87799978256226","","70","","133","168","","","0.774351497077955","321.93","80","194","53","28","9","0","0","","","","62","163","40","28","49","3","2","","","","",""
"Z2","XC-Ski","Steady Z2 + cadence work in final hour: 8x1min, 110+ rpm / 1min recovery - not high power, just cadence.","2","","2020-02-10","","29885.4296875","","","1550"," *02/10/2020 Matti Rowe: Feeling yesterday.  Nice to shut off the brain and get outside.*","1.99028253555298","4.1710000038147","","50","","132","149","","","0.637113160904664","91.06","71","45","3","0","0","0","0","","","","","","","","","","","","","","",""
"Strength (2x12 - light weight)","Strength","Matti, warm up with foundations moves - goal of today is maintenance of movement patterns and minimal fatigue from the session. Squats - do 2 sets x 12 reps @ light to moderate weight. Goal is keeping the movement pattern familiar but starting to give way to increased intensity on the bike. Follow each squat set with a 60 sec recovery, and then 5x squat jumps or box jumps. Recover for 3 min between sets. Dead lift - 2 sets x 12 reps @ light weight Add in these isometric hip drive exercises: 10-15 reps single leg hamstring bridge; start with one set and build to 3 (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Single leg squat (8-10 reps each side), only go as deep as you can control motion / not have knee diving in; start with one set build to 3 https://www.youtube.com/watch?v=9_Ca2YRRdtE Single leg deadlift/hip hinge with kettle bell (2-3 sets x 8-12 reps) Split hip drive exercises with these core exercises: Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Plank with leg lift (20x each side) https://www.youtube.com/watch?v=LNcpxsUOj1Q Hamstring stretch in door frame, 60-90 sec each side (post workout and again pre bed, 2-3x per day).","0.75","","2020-02-11","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TT: 6/4/90 (2x)","Bike","Run through TT warm up (22' total): 10 min gradual ramp from easy to ~260w, in the second part use mostly 95+ rpm 2 min easy 3 min ramp on RPE from high Z3 to high Z4 2 min easy 90 sec ramp from mid Z4 to VO2 2 min easy 2x through: 6 min @ 320-350w (3 min easy) 4 min @ 350-380w (3 min easy) 90 sec @ 380-410w (3 min easy, then next set) Cool down","1.25","","2020-02-11","","67491.5078125","254","528","1879.936"," *02/12/2020 Matti Rowe: Heart rate was crazy suppressed today.*","2.05","9.14519076050136","","74","","126","167","","","0.782161040019848","122.35","85","25","13","6","1","0","0","","","","19","69","9","4","18","6","0","","","","",""
"Easy Endurance","XC-Ski","1-2h Z1 / Z2","1.5","","2020-02-12","","27461.939453125","","","1550","","2.00297164916992","3.80800008773804","","43","","141","167","","","0.742490159086482","124.47","22","43","30","23","2","0","0","","","","","","","","","","","","","","",""
"SFR Transition (6x5')","Bike","Z1/Z2 base with efforts: -10' low Z3 (270-300w), done on flats @ 100+ rpm aim for ""aero efficiency"" -6x5' of 4' SFR (50-60r, 300-330w) < 1min, 370-400w, 95+ rpm (4 min recovery) -4x30 sec seated accelerations @ 120+ rpm / 60 sec recovery Cool down","2","","2020-02-13","2-2.5h based on time available","75089.5625","258","542","2262.544"," *02/18/2020 Matti Rowe: I feel like skate skiing has added an extra level of ability to produce power at low cadence.*","2.43405389785767","8.56900024414063","","71","","115","170","","","0.807122604423558","146.63","47","69","21","16","6","0","0","","","","27","67","11","11","26","7","0","","","","",""
"Body Work 2 (mixed hips/glutes/core) - read through, added some moves","Strength","Warm up / activation with Founders pose - https://www.youtube.com/watch?v=vOgxWp0WyiI 7 way hips (10-15 reps each way): https://www.youtube.com/watch?v=iLTBIaHU5iw 10-15x push up 15 reps body weight squats (slow, and only as deep as you can control the motion) Bird dog plank (10 reps each side, no foam roller under knees) https://www.youtube.com/watch?v=wiFNA3sqjCA 15-20x glute bridge (focus on digging heels into ground and pulling towards glutes, to engage hamstrings) https://www.youtube.com/watch?v=usDCGz_Vv2k Stir the pot, 8-10x clockwise, 8-10x counter clockwise https://www.youtube.com/watch?v=1m_ru6EpyRo 10 reps single leg hamstring bridge (https://www.youtube.com/watch?v=VmfTpRpf6LQ) Side plank with leg lift (5-10 reps each side) https://www.youtube.com/watch?v=ZZkgopVBPMg Single leg squat (5-10 reps each side), only go as deep as you can control motion / not have knee diving in https://www.youtube.com/watch?v=9_Ca2YRRdtE","0.5","","2020-02-14","Added some moves this week - single leg hamstring bridge, side plank with leg lift and single leg squat","","","",""," *02/15/2020 Matti Rowe: Ham strings are smashed!*","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Broken VO2 (3 x 6x40/20)","Bike","Z1/Z2 warm up 10 min Z3 on feel 3 sets of 6x40 sec @ 440-490w / 20 sec recover - control on first two sets and then push on third set if you're good. 5 min rec between sets. Cool down","1.5","","2020-02-14","","42691","271","622","1232.389"," *02/15/2020 Matti Rowe: Time crunched and not spectacular, but hit the mark.*","1.26131916046143","9.40100002288818","","79","","146","178","","","0.84996812166626","89.95","4","38","14","6","13","7","1","","","","14","34","7","6","3","8","5","","","","",""
"Z2 + cad accel","Bike","Steady Z2 of 3-4 hours. Each hour do some cadence work: 6x20 sec accel @ 110+ rpm / 40 sec total; 3-4 sets total.","3.5","","2020-02-15","","127402.1484375","229","445","3466.851"," *02/15/2020 Matti Rowe: Just Z2.  Hads woke up and threw a fit at about 4:45am so my sleep was totally destroyed and I had no mental bandwidth to do anything but a steady grind.*","4.19127511978149","8.44299983978271","","70","","122","140","","","0.667362172016847","178.01","159","118","0","0","0","0","0","","","","43","174","36","3","0","0","0","","","","",""
"Family Day - enjoy!","Other","","","","2020-02-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"President's Day - No Work - Volume Block 14-17th?","Other","","","","2020-02-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18h ""wk"" from Tues-Mon","Other","","","","2020-02-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempo w/ Surges (3x12')","Bike","Z1 / Z2 warm up 3 x 12 min holding Z3 baseline do a 15 sec surge On #1 and 3, do 15 sec surge every 3 min On #2, do 15 sec surge every 2 min Full recovery between Cool down","2","","2020-02-17","","83207.921875","254","646","2827.485"," *02/22/2020 Matti Rowe: For whatever reason I combined it into a continuous set and raised up at the end.  Everything felt pretty in control.* *02/24/2020 Nate Wilson: Positive! Great to see 390w looking that comfortable off the back of all the rhythm change.*","3.06111111111111","7.55062811932849","","72","","129","175","","","0.782001406805145","183.82","81","92","13","4","8","2","0","","","","24","92","31","25","5","7","3","","","","",""
"HVILE","Day Off","","","","2020-02-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"END BLOCK","Other","","","","2020-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Recovery","Bike","Nice and easy today, keep the cadence light and spend some time with the cadence over 100rpm to flush the legs a bit. 5x30 sec one leg drills","1.25","","2020-02-19","60-90 min Z1 @ HR < 125 bpm","45791.1015625","199","365","1087.67","","1.51168441772461","8.41399955749512","","71","","124","139","","","0.571144659289665","48.88","54","48","0","0","0","0","0","","","","42","49","1","0","0","0","0","","","","",""
"Cross Country Skiing","XC-Ski","","","","2020-02-19","","14271.419921875","","",""," *02/20/2020 Matti Rowe: Ski Lesson. $$$$* *02/24/2020 Nate Wilson: Big baller!*","1.01733326911926","3.8970000743866","","45","","139","163","","","0.713953784332657","57.48","9","38","11","3","0","0","0","","","","","","","","","","","","","","",""
"Eldora Thursday's","XC-Ski","","","","2020-02-20","","26782.6796875","","","1900"," *02/22/2020 Matti Rowe: -9F when I started.  Christ it was slow today - like skiing on sandpaper.  Legs were smashed after an 2.5 hours of pushing the boards around.* *02/24/2020 Nate Wilson: In hindsight maybe we should've called an audible to just do a recovery day Friday and that could've salvaged the TT effort on Saturday? But shit night of sleep may have had nothing to do with that. I do find in general though sometimes as fatigue starts to build it's really common for sleep quality to go down.*","2.54277372360229","2.92600011825562","","43","","139","166","","","0.71261137732241","146.42","36","69","38","9","0","0","0","","","","","","","","","","","","","","",""
